R_kf_x,L_kf_x,R_x,L_x,R_kf_v,L_kf_v,R_v,L_v,R_gamma,L_gamma,R_d_gamma,L_d_gamma,R_beta,L_beta,R_d_beta,L_d_beta,R_T_w,L_T_w,R_T_p,L_T_p,R_l,L_l
-0.334589,-0.334589,-1.024024,-0.849959,0.269371,0.269371,0.406108,0.193363,0.004875,0.004875,-0.115442,-0.115442,0.027934,0.023983,0.313127,0.258188,-2.064193,-1.687801,-2.665198,-4.612385,0.324062,0.320641
-0.331875,-0.331875,-1.019559,-0.847423,0.273790,0.273790,0.498508,0.318216,0.003768,0.003768,-0.144204,-0.144204,0.031589,0.026138,0.317329,0.306348,-2.024495,-1.557745,-2.635341,-3.835978,0.324429,0.320804
-0.329048,-0.329048,-1.014063,-0.843731,0.290289,0.290289,0.597669,0.383121,0.004062,0.004062,-0.083484,-0.083484,0.041815,0.033095,0.872547,0.718724,0.548297,0.394703,1.743708,-3.226084,0.324326,0.321070
-0.326058,-0.326058,-1.008506,-0.840108,0.303259,0.303259,0.482733,0.292524,0.004633,0.004633,-0.066439,-0.066439,0.052301,0.042081,0.845636,0.768724,-0.199519,-0.135126,-0.232320,-3.715760,0.324221,0.320755
-0.323018,-0.323018,-1.003531,-0.837100,0.303452,0.303452,0.544032,0.360585,0.002822,0.002822,-0.171901,-0.171901,0.056003,0.045010,0.399526,0.300630,-2.655414,-3.392624,-2.953569,-7.070382,0.324269,0.320802
-0.319941,-0.319941,-0.997725,-0.832616,0.314166,0.314166,0.631924,0.555751,0.001370,0.001370,-0.117572,-0.117572,0.062772,0.051963,0.717581,0.915413,-0.690383,-0.566805,-3.465200,-0.815529,0.324326,0.321232
-0.316686,-0.316686,-0.991165,-0.827025,0.332948,0.332948,0.613895,0.538623,0.001537,0.001537,-0.071766,-0.071766,0.077047,0.063569,1.290869,1.115062,1.866701,0.150244,2.695424,-3.554683,0.324007,0.321442
-0.313305,-0.313305,-0.985865,-0.822022,0.341218,0.341218,0.476873,0.457492,0.001086,0.001086,-0.098397,-0.098397,0.086333,0.074760,0.846651,1.055468,-0.713318,-0.481546,-3.903026,-1.130473,0.323957,0.321177
-0.309917,-0.309917,-0.980264,-0.817319,0.337946,0.337946,0.656264,0.528256,-0.001556,-0.001556,-0.227294,-0.227294,0.088625,0.080511,0.311173,0.541951,-3.608160,-2.982860,-6.942659,-3.103043,0.323845,0.321281
-0.306485,-0.306485,-0.972777,-0.811411,0.350620,0.350620,0.818527,0.659419,-0.003453,-0.003453,-0.179358,-0.179358,0.099124,0.089876,1.095378,1.128328,-0.211567,-0.384293,-0.921729,-1.747181,0.324003,0.321761
-0.302859,-0.302859,-0.964603,-0.805103,0.371619,0.371619,0.727930,0.577386,-0.003231,-0.003231,-0.078157,-0.078157,0.117285,0.104580,1.614143,1.493268,2.289758,1.200928,2.872506,-2.003072,0.323902,0.321865
-0.299102,-0.299102,-0.958110,-0.800177,0.375830,0.375830,0.580992,0.439913,-0.003905,-0.003905,-0.090941,-0.090941,0.129014,0.116682,1.095879,1.117851,-0.346568,-1.033920,-2.128667,-3.698973,0.323534,0.321811
-0.295400,-0.295400,-0.952444,-0.795092,0.367595,0.367595,0.675195,0.620656,-0.007150,-0.007150,-0.203859,-0.203859,0.131866,0.122615,0.499450,0.598326,-3.054186,-3.930955,-6.012531,-5.329420,0.323528,0.322028
-0.291710,-0.291710,-0.944811,-0.787622,0.376472,0.376472,0.851430,0.821682,-0.010298,-0.010298,-0.170835,-0.170835,0.140163,0.132426,1.048957,1.422569,-0.681541,-0.135817,-5.239431,1.937612,0.323740,0.322875
-0.287779,-0.287779,-0.936198,-0.778369,0.405548,0.405548,0.753622,0.974480,-0.009549,-0.009549,0.046479,0.046479,0.162468,0.153194,2.112454,2.145406,4.735956,4.133140,3.340591,2.579164,0.323267,0.323665
-0.283590,-0.283590,-0.930138,-0.771206,0.422289,0.422289,0.506171,0.490846,-0.007604,-0.007604,0.059262,0.059262,0.177751,0.173447,1.268054,1.773567,0.576668,3.036648,-6.353377,4.421817,0.322628,0.323352
-0.279557,-0.279557,-0.925531,-0.767305,0.391353,0.391353,0.639136,0.463351,-0.008633,-0.008633,-0.231555,-0.231555,0.178831,0.176614,0.098111,-0.143643,-5.950449,-6.723676,-6.774516,-12.601352,0.322471,0.323030
-0.275715,-0.275715,-0.917850,-0.761010,0.384762,0.384762,0.891996,0.747311,-0.011751,-0.011751,-0.263513,-0.263513,0.185062,0.181697,0.791452,0.868349,-2.610066,-2.244842,-4.520797,-3.301397,0.323266,0.324142
-0.271709,-0.271709,-0.908438,-0.752620,0.414056,0.414056,0.873967,0.807709,-0.011545,-0.011545,-0.024894,-0.024894,0.210248,0.200795,2.381741,2.161919,6.117191,3.935488,7.351909,0.877912,0.323106,0.325042
-0.267493,-0.267493,-0.901857,-0.746467,0.422027,0.422027,0.526904,0.471915,-0.010414,-0.010414,-0.023829,-0.023829,0.228572,0.219278,1.525584,1.547575,2.427308,1.224546,0.029673,-0.922086,0.322264,0.324670
-0.263478,-0.263478,-0.897779,-0.742223,0.388146,0.388146,0.467408,0.576485,-0.011693,-0.011693,-0.259252,-0.259252,0.228999,0.223351,0.026459,-0.017499,-5.012368,-7.010543,-8.260329,-10.102715,0.321996,0.324460
-0.259690,-0.259690,-0.891712,-0.734734,0.377291,0.377291,0.710802,0.876671,-0.014809,-0.014809,-0.269905,-0.269905,0.233300,0.230125,0.631182,0.927908,-1.676448,-3.041302,-7.107913,-0.791786,0.322363,0.325718
-0.255757,-0.255757,-0.884044,-0.725257,0.405441,0.405441,0.671138,0.898306,-0.014614,-0.014614,-0.020633,-0.020633,0.256566,0.250932,2.177164,2.341991,6.174891,4.956306,3.175259,6.141635,0.321782,0.326773
-0.251627,-0.251627,-0.878726,-0.718728,0.410636,0.410636,0.403404,0.477324,-0.013366,-0.013366,0.028369,0.028369,0.272503,0.271639,1.303096,1.687697,1.728570,2.549770,-5.044073,3.714408,0.320879,0.326777
-0.247724,-0.247724,-0.875072,-0.714859,0.374520,0.374520,0.475070,0.452984,-0.014349,-0.014349,-0.233686,-0.233686,0.273227,0.275243,0.019061,-0.079839,-4.905448,-6.199022,-8.072146,-9.803480,0.320609,0.326146
-0.244079,-0.244079,-0.868749,-0.708297,0.361203,0.361203,0.727029,0.758580,-0.017249,-0.017249,-0.225164,-0.225164,0.279132,0.279580,0.807812,0.675932,-0.904848,-2.562163,-2.268839,-4.989962,0.321042,0.327091
-0.240317,-0.240317,-0.861109,-0.699772,0.388551,0.388551,0.666631,0.882080,-0.016527,-0.016527,0.072045,0.072045,0.302739,0.300140,2.225923,2.500610,6.868903,7.116691,2.614703,8.622032,0.321145,0.328038
-0.236379,-0.236379,-0.855964,-0.692158,0.391208,0.391208,0.424138,0.516988,-0.014772,-0.014772,0.157266,0.157266,0.320318,0.320208,1.486915,1.794634,3.384959,4.858733,-2.829202,4.369088,0.319814,0.328138
-0.232623,-0.232623,-0.853214,-0.688244,0.354959,0.354959,0.297933,0.245648,-0.014209,-0.014209,-0.104789,-0.104789,0.321645,0.326677,0.082024,-0.192704,-3.909661,-4.344872,-5.721191,-10.882937,0.319602,0.327668
-0.229266,-0.229266,-0.848257,-0.683980,0.325345,0.325345,0.667532,0.618853,-0.015807,-0.015807,-0.182553,-0.182553,0.325015,0.327181,0.454799,0.333930,-1.863450,-1.931535,-3.403547,-5.544763,0.319815,0.327931
-0.225963,-0.225963,-0.841700,-0.677571,0.339008,0.339008,0.534567,0.616149,-0.015921,-0.015921,0.106133,0.106133,0.344901,0.340021,2.062162,1.897347,6.979102,6.588027,7.066875,2.762493,0.320078,0.328657
-0.222575,-0.222575,-0.837820,-0.673549,0.330054,0.330054,0.280805,0.287115,-0.014712,-0.014712,0.111460,0.111460,0.360636,0.354396,1.320255,1.078497,4.125549,3.167188,3.604413,-2.652364,0.319020,0.328501
-0.219531,-0.219531,-0.836358,-0.671685,0.281107,0.281107,0.135670,0.161362,-0.014645,-0.014645,-0.135682,-0.135682,0.359952,0.356002,-0.102715,-0.157659,-2.434236,-2.617279,-4.992270,-6.647043,0.318700,0.327771
-0.216941,-0.216941,-0.833627,-0.668184,0.248725,0.248725,0.458393,0.559357,-0.017254,-0.017254,-0.224099,-0.224099,0.360736,0.355864,0.204469,0.105571,-0.831700,-1.444414,-1.599350,-4.384715,0.318479,0.328136
-0.214450,-0.214450,-0.829735,-0.662987,0.252682,0.252682,0.251508,0.402052,-0.018570,-0.018570,0.011325,0.011325,0.373914,0.365425,1.439900,1.373969,6.260477,5.689457,6.156236,3.512749,0.318369,0.328817
-0.211954,-0.211954,-0.828182,-0.661090,0.237226,0.237226,0.075272,0.069863,-0.017715,-0.017715,0.042217,0.042217,0.382591,0.376377,0.701554,0.800463,2.975243,4.301235,0.593338,2.059262,0.317351,0.328657
-0.209881,-0.209881,-0.828425,-0.661228,0.182782,0.182782,-0.025692,0.024790,-0.018245,-0.018245,-0.168705,-0.168705,0.380150,0.373578,-0.322552,-0.509366,-1.861747,-2.339183,-2.152163,-7.220099,0.316815,0.327724
-0.208292,-0.208292,-0.827662,-0.659681,0.145524,0.145524,0.207336,0.243395,-0.020919,-0.020919,-0.243273,-0.243273,0.379192,0.371853,0.020465,-0.122395,0.530188,-0.307259,1.344666,-2.865844,0.316975,0.327878
-0.206850,-0.206850,-0.825825,-0.657497,0.143658,0.143658,0.031100,0.135219,-0.022400,-0.022400,-0.024894,-0.024894,0.387064,0.377243,0.832248,0.810268,5.192507,5.267010,5.446934,3.558450,0.316604,0.328613
-0.205506,-0.205506,-0.826229,-0.657490,0.117859,0.117859,-0.123049,-0.059046,-0.022556,-0.022556,-0.008915,-0.008915,0.388838,0.380515,0.111964,0.144925,1.958367,2.921583,0.764540,0.352341,0.315859,0.327881
-0.204576,-0.204576,-0.827917,-0.659116,0.069778,0.069778,-0.198322,-0.164967,-0.022831,-0.022831,-0.114376,-0.114376,0.385106,0.376591,-0.367127,-0.630861,-0.085074,-1.035060,0.981747,-6.188861,0.315532,0.327397
-0.204113,-0.204113,-0.829059,-0.660025,0.032305,0.032305,-0.077526,-0.020734,-0.024502,-0.024502,-0.129290,-0.129290,0.383818,0.374539,-0.107312,0.013567,1.990445,1.982368,0.471448,1.887464,0.315318,0.327502
-0.203871,-0.203871,-0.830087,-0.660546,0.015425,0.015425,-0.168123,-0.073469,-0.026785,-0.026785,-0.028090,-0.028090,0.384432,0.373790,0.191691,0.092790,3.605016,2.868718,4.078130,0.276514,0.315274,0.327715
-0.203841,-0.203841,-0.832118,-0.662186,-0.010543,-0.010543,-0.279453,-0.231676,-0.028230,-0.028230,-0.008915,-0.008915,0.381449,0.371768,-0.162762,-0.129794,1.909592,2.039287,0.672793,0.014863,0.315057,0.327556
-0.204182,-0.204182,-0.834748,-0.664807,-0.052729,-0.052729,-0.247451,-0.240239,-0.028989,-0.028989,-0.119703,-0.119703,0.378776,0.368525,-0.273547,-0.328495,1.320097,1.196923,1.776356,-0.964295,0.314621,0.327292
-0.204893,-0.204893,-0.837233,-0.667175,-0.085815,-0.085815,-0.244296,-0.241141,-0.030674,-0.030674,-0.177227,-0.177227,0.376699,0.366085,-0.254150,-0.243163,1.797713,1.284934,2.062647,0.755310,0.314941,0.327504
-0.205897,-0.205897,-0.839794,-0.669460,-0.110670,-0.110670,-0.291623,-0.256466,-0.033767,-0.033767,-0.155922,-0.155922,0.373411,0.363183,-0.177900,-0.122955,2.264226,1.860308,2.239732,1.988465,0.314994,0.327556
-0.207151,-0.207151,-0.842897,-0.672270,-0.138910,-0.138910,-0.359683,-0.299736,-0.036732,-0.036732,-0.136747,-0.136747,0.369486,0.359276,-0.235647,-0.257627,2.048570,1.340366,2.615488,0.621109,0.315045,0.327822
-0.208707,-0.208707,-0.846469,-0.675416,-0.169896,-0.169896,-0.355627,-0.312807,-0.039593,-0.039593,-0.182553,-0.182553,0.364519,0.355474,-0.402335,-0.215520,1.192163,1.414070,0.159641,3.090272,0.315419,0.327982
-0.210553,-0.210553,-0.849844,-0.678666,-0.194845,-0.194845,-0.352021,-0.344809,-0.043154,-0.043154,-0.183619,-0.183619,0.360964,0.351138,-0.205595,-0.293510,1.910705,1.119593,3.849276,0.423393,0.315635,0.328188
-0.212621,-0.212621,-0.853298,-0.682274,-0.217002,-0.217002,-0.379515,-0.361035,-0.046473,-0.046473,-0.136747,-0.136747,0.357081,0.347435,-0.191693,-0.136747,2.142063,1.931481,2.713811,2.546032,0.315906,0.328188
-0.214922,-0.214922,-0.857239,-0.686316,-0.241560,-0.241560,-0.420081,-0.420532,-0.049681,-0.049681,-0.164444,-0.164444,0.351982,0.342122,-0.351260,-0.461147,1.034683,0.265502,3.096433,-0.840676,0.316339,0.328345
-0.217483,-0.217483,-0.861385,-0.690382,-0.267521,-0.267521,-0.422785,-0.388530,-0.052709,-0.052709,-0.185749,-0.185749,0.347990,0.337952,-0.284652,-0.218718,1.520026,0.917638,2.232455,2.254822,0.316497,0.328347
-0.220275,-0.220275,-0.865591,-0.694143,-0.288167,-0.288167,-0.411517,-0.399798,-0.056350,-0.056350,-0.165509,-0.165509,0.343767,0.333928,-0.253421,-0.198475,1.255908,1.023876,2.224524,2.034115,0.316762,0.328556
-0.223252,-0.223252,-0.869882,-0.698030,-0.305864,-0.305864,-0.432251,-0.423236,-0.059687,-0.059687,-0.127160,-0.127160,0.338517,0.330591,-0.291994,-0.149138,1.146909,1.276430,1.023227,3.127528,0.317296,0.328556
-0.226411,-0.226411,-0.874036,-0.702279,-0.323948,-0.323948,-0.416926,-0.429096,-0.062756,-0.062756,-0.134616,-0.134616,0.335641,0.326575,-0.134616,-0.189563,1.583482,0.884921,3.602618,1.039177,0.317458,0.328507
-0.229752,-0.229752,-0.878328,-0.706620,-0.343202,-0.343202,-0.443519,-0.456139,-0.065465,-0.065465,-0.127160,-0.127160,0.331999,0.323492,-0.259029,-0.127159,0.787531,0.977890,1.003277,2.761097,0.318051,0.328404
-0.233301,-0.233301,-0.882765,-0.710970,-0.363592,-0.363592,-0.428645,-0.409263,-0.068432,-0.068432,-0.142073,-0.142073,0.328087,0.319568,-0.218998,-0.262953,1.014920,0.234230,2.953074,0.717453,0.318321,0.328349
-0.237008,-0.237008,-0.887151,-0.714922,-0.375807,-0.375807,-0.449379,-0.380867,-0.070736,-0.070736,-0.050461,-0.050461,0.325974,0.316696,-0.083428,0.015473,1.695487,1.385888,1.945857,2.825656,0.318374,0.328508
-0.240824,-0.240824,-0.891847,-0.718950,-0.386793,-0.386793,-0.471014,-0.432701,-0.072180,-0.072180,-0.016372,-0.016372,0.323367,0.315445,-0.148243,-0.027362,1.027197,1.319646,0.837981,2.437400,0.318583,0.328561
-0.244787,-0.244787,-0.896513,-0.723470,-0.404496,-0.404496,-0.459745,-0.465605,-0.074008,-0.074008,-0.028090,-0.028090,0.319807,0.312461,-0.181938,-0.181936,0.552604,0.565900,1.514659,0.462474,0.318846,0.328241
-0.248909,-0.248909,-0.900868,-0.728211,-0.418794,-0.418794,-0.435857,-0.491296,-0.075594,-0.075594,0.012390,0.012390,0.318226,0.309727,0.001402,-0.042555,1.356407,1.494768,3.049398,0.799494,0.319060,0.327925
-0.253169,-0.253169,-0.905295,-0.733215,-0.432693,-0.432693,-0.464253,-0.512932,-0.076507,-0.076507,0.051805,0.051805,0.317315,0.307669,0.029826,-0.047097,1.906065,1.175696,3.388918,0.194442,0.319168,0.327610
-0.257596,-0.257596,-0.910375,-0.738367,-0.452213,-0.452213,-0.537722,-0.499860,-0.077654,-0.077654,0.044348,0.044348,0.314833,0.304815,-0.109501,-0.076533,1.190199,0.956870,1.656070,0.886670,0.319221,0.327247
-0.262230,-0.262230,-0.915646,-0.743176,-0.471336,-0.471336,-0.517890,-0.462900,-0.079187,-0.079187,0.001737,0.001737,0.311399,0.302529,-0.141122,-0.053209,0.930061,1.102791,1.327281,1.989310,0.319331,0.327147
-0.267025,-0.267025,-0.920758,-0.747889,-0.485085,-0.485085,-0.512481,-0.484536,-0.080550,-0.080550,0.003868,0.003868,0.310415,0.300787,-0.007122,-0.018111,1.597883,1.331064,3.194696,1.487486,0.319330,0.327043
-0.271943,-0.271943,-0.926030,-0.752910,-0.497596,-0.497596,-0.538623,-0.520594,-0.081570,-0.081570,0.034761,0.034761,0.308264,0.298801,-0.097107,-0.075129,1.187910,1.168210,2.209425,1.266967,0.319548,0.326777
-0.277012,-0.277012,-0.931475,-0.758286,-0.514556,-0.514556,-0.549891,-0.548539,-0.082774,-0.082774,0.056066,0.056066,0.306298,0.296256,-0.009867,-0.108768,1.509441,1.257839,3.812124,0.024547,0.319655,0.326405
-0.282238,-0.282238,-0.936939,-0.763944,-0.529435,-0.529435,-0.548990,-0.580992,-0.083832,-0.083832,0.073110,0.073110,0.304274,0.293675,-0.036779,-0.113702,1.517469,1.210751,3.506820,0.114514,0.319918,0.325983
-0.287606,-0.287606,-0.942576,-0.769840,-0.543934,-0.543934,-0.572879,-0.601725,-0.084626,-0.084626,0.056066,0.056066,0.303095,0.291363,0.034088,-0.064812,1.763031,1.610690,4.505153,0.422306,0.319918,0.325565
-0.293149,-0.293149,-0.948502,-0.776049,-0.563459,-0.563459,-0.593612,-0.622459,-0.085653,-0.085653,0.043283,0.043283,0.301108,0.288809,-0.077595,-0.165511,1.331866,1.151356,4.002721,0.067906,0.319971,0.325146
-0.298885,-0.298885,-0.954764,-0.782355,-0.581367,-0.581367,-0.639587,-0.646799,-0.086937,-0.086937,0.032630,0.032630,0.297920,0.285995,-0.165169,-0.132205,1.065508,1.190244,2.622383,1.485658,0.320078,0.325041
-0.304798,-0.304798,-0.961167,-0.788574,-0.598422,-0.598422,-0.653109,-0.586401,-0.088442,-0.088442,0.011325,0.011325,0.295465,0.282966,-0.098566,-0.087577,1.474445,1.358689,3.604679,1.872976,0.320238,0.325039
-0.310847,-0.310847,-0.967741,-0.794722,-0.610443,-0.610443,-0.678350,-0.648601,-0.089368,-0.089368,0.033695,0.033695,0.294161,0.281658,-0.021249,0.011717,1.894435,2.045803,3.993092,2.755270,0.320238,0.324933
-0.317049,-0.317049,-0.974744,-0.801485,-0.628933,-0.628933,-0.715310,-0.699534,-0.090724,-0.090724,0.011325,0.011325,0.290734,0.279348,-0.208452,-0.142518,0.881705,1.422791,2.682534,2.373606,0.320190,0.324773
-0.323452,-0.323452,-0.981806,-0.808603,-0.648802,-0.648802,-0.674744,-0.718465,-0.092524,-0.092524,-0.027025,-0.027025,0.286832,0.275063,-0.257795,-0.279769,0.764782,0.592760,3.515912,1.146937,0.320561,0.324824
-0.330005,-0.330005,-0.988669,-0.815519,-0.659229,-0.659229,-0.710352,-0.680603,-0.093704,-0.093704,0.027304,0.027304,0.285266,0.273122,-0.005665,-0.005663,2.091298,2.034039,4.809865,2.875381,0.320559,0.324824
-0.336645,-0.336645,-0.996018,-0.822517,-0.669735,-0.669735,-0.779313,-0.728832,-0.094257,-0.094257,0.046479,0.046479,0.283554,0.271429,-0.107369,-0.085389,1.731550,1.637004,3.910146,2.476142,0.320556,0.324826
-0.343441,-0.343441,-1.003969,-0.830084,-0.689385,-0.689385,-0.815372,-0.759031,-0.095402,-0.095402,0.005999,0.005999,0.278952,0.268174,-0.323673,-0.235757,0.480376,1.038231,2.212023,2.491945,0.320552,0.324668
-0.350433,-0.350433,-1.011879,-0.837807,-0.707037,-0.707037,-0.772552,-0.772102,-0.097114,-0.097114,-0.006785,-0.006785,0.274770,0.263983,-0.270521,-0.226563,0.516783,0.980712,2.901316,2.184528,0.320717,0.324828
-0.357550,-0.357550,-1.019402,-0.845424,-0.714349,-0.714349,-0.751819,-0.782469,-0.097702,-0.097702,0.037956,0.037956,0.273995,0.262067,-0.006000,0.004990,1.826723,2.007613,4.618576,2.964133,0.320878,0.324775
-0.364762,-0.364762,-1.027215,-0.853468,-0.729000,-0.729000,-0.809512,-0.827091,-0.098653,-0.098653,0.011325,0.011325,0.271912,0.259981,-0.120544,-0.164497,1.313592,1.143742,4.590562,1.688542,0.320880,0.324670
-0.372161,-0.372161,-1.035345,-0.861740,-0.747963,-0.747963,-0.798244,-0.799596,-0.100348,-0.100348,-0.027025,-0.027025,0.267181,0.255224,-0.334721,-0.323725,0.216834,0.113890,2.934600,1.275666,0.320987,0.324772
-0.379691,-0.379691,-1.043260,-0.869396,-0.755649,-0.755649,-0.797343,-0.746861,-0.101140,-0.101140,0.023043,0.023043,0.266008,0.252905,-0.009926,0.012053,1.820579,1.501076,4.556629,2.961988,0.320987,0.324983
-0.387262,-0.387262,-1.051214,-0.877309,-0.758796,-0.758796,-0.818978,-0.841965,-0.100582,-0.100582,0.084828,0.084828,0.266187,0.253273,0.029883,0.051859,1.414518,2.050412,4.038600,2.476377,0.320987,0.325035
-0.394940,-0.394940,-1.059473,-0.886195,-0.776440,-0.776440,-0.825739,-0.905067,-0.101278,-0.101278,0.068849,0.068849,0.263562,0.249338,-0.150935,-0.304778,0.699201,0.177516,4.553520,-1.207308,0.320768,0.324987
-0.402785,-0.402785,-1.067688,-0.894851,-0.789197,-0.789197,-0.802751,-0.840162,-0.101969,-0.101969,0.053935,0.053935,0.260198,0.245976,-0.198816,-0.176832,0.127455,0.409813,2.462914,0.684697,0.321194,0.324881
-0.410693,-0.410693,-1.075452,-0.902882,-0.790490,-0.790490,-0.773454,-0.806357,-0.100973,-0.100973,0.154070,0.154070,0.261763,0.245826,0.209016,0.132092,2.134544,1.703942,5.039887,0.745030,0.321033,0.325197
-0.418618,-0.418618,-1.083561,-0.911120,-0.796444,-0.796444,-0.861346,-0.873065,-0.099531,-0.099531,0.198811,0.198811,0.262248,0.246694,0.066941,0.110897,1.835907,1.508528,2.837687,1.344223,0.320980,0.325143
-0.426684,-0.426684,-1.092183,-0.919929,-0.814820,-0.814820,-0.868107,-0.880728,-0.099498,-0.099498,0.148744,0.148744,0.260175,0.244053,-0.093016,-0.082027,0.558807,0.507917,2.103045,-0.223674,0.320610,0.325034
-0.434892,-0.434892,-1.100647,-0.928305,-0.824303,-0.824303,-0.823485,-0.818527,-0.099143,-0.099143,0.166853,0.166853,0.258649,0.242881,-0.008972,0.013004,0.882145,0.839766,2.215082,0.196173,0.320827,0.325245
-0.443168,-0.443168,-1.108742,-0.936505,-0.829202,-0.829202,-0.800047,-0.831598,-0.098019,-0.098019,0.195616,0.195616,0.260148,0.243624,0.206604,0.228583,1.688751,2.064241,3.352295,1.212824,0.320719,0.325350
-0.451502,-0.451502,-1.116913,-0.945277,-0.838746,-0.838746,-0.837007,-0.920392,-0.096811,-0.096811,0.207333,0.207333,0.260792,0.244074,0.152389,0.053484,1.687155,1.168520,3.967367,-0.946359,0.320667,0.325246
-0.459989,-0.459989,-1.125547,-0.954465,-0.856691,-0.856691,-0.871713,-0.903264,-0.096581,-0.096581,0.147679,0.147679,0.260081,0.242033,0.037790,-0.017161,1.089275,0.749562,3.395400,-0.736206,0.320510,0.325253
-0.468639,-0.468639,-1.134271,-0.963241,-0.869884,-0.869884,-0.863149,-0.852332,-0.096643,-0.096643,0.129569,0.129569,0.259834,0.241213,0.118579,-0.013289,1.809475,0.526823,4.831624,-1.132620,0.320351,0.325465
-0.477385,-0.477385,-1.143224,-0.971691,-0.877855,-0.877855,-0.901912,-0.847824,-0.096341,-0.096341,0.130634,0.130634,0.259181,0.241330,0.020746,0.163601,1.386059,1.443695,1.968917,2.363066,0.320297,0.325729
-0.486192,-0.486192,-1.152400,-0.980700,-0.883747,-0.883747,-0.935717,-0.948788,-0.095252,-0.095252,0.174310,0.174310,0.259687,0.242418,0.075411,0.141342,1.415056,1.951934,2.741303,1.487339,0.320028,0.325729
-0.495106,-0.495106,-1.161695,-0.990526,-0.899505,-0.899505,-0.923547,-1.005129,-0.095009,-0.095009,0.116786,0.116786,0.258978,0.241504,0.006898,-0.015083,1.163499,1.289571,3.646764,0.364632,0.319976,0.325622
-0.504206,-0.504206,-1.170901,-1.000473,-0.916528,-0.916528,-0.938872,-0.969522,-0.095355,-0.095355,0.085893,0.085893,0.258056,0.238843,-0.002018,-0.078943,1.672659,0.800284,4.759603,-0.053886,0.319815,0.325616
-0.513426,-0.513426,-1.180550,-1.010096,-0.925423,-0.925423,-0.997016,-0.953295,-0.095297,-0.095297,0.100807,0.100807,0.257539,0.238328,0.023885,0.012896,1.840338,1.362563,4.391694,1.074470,0.319762,0.325773
-0.522733,-0.522733,-1.190676,-1.019828,-0.935439,-0.935439,-1.038484,-1.006932,-0.095222,-0.095222,0.099742,0.099742,0.256085,0.237831,-0.065096,0.077763,1.720531,1.898626,2.900602,3.229545,0.319444,0.325931
-0.532165,-0.532165,-1.201327,-1.030187,-0.951237,-0.951237,-1.090768,-1.049752,-0.095518,-0.095518,0.057131,0.057131,0.253322,0.236388,-0.184630,-0.140673,1.397355,1.133147,3.614576,1.914906,0.319179,0.325823
-0.541764,-0.541764,-1.212110,-1.040967,-0.966957,-0.966957,-1.083106,-1.101586,-0.096309,-0.096309,0.047544,0.047544,0.249457,0.233505,-0.293122,-0.139271,0.833089,1.207250,2.095407,3.048035,0.319170,0.325876
-0.551511,-0.551511,-1.222720,-1.051928,-0.978809,-0.978809,-1.057414,-1.099332,-0.096921,-0.096921,0.068849,0.068849,0.246734,0.230052,-0.150934,-0.227856,1.736270,1.217344,5.322268,0.917018,0.319008,0.325829
-0.561346,-0.561346,-1.233668,-1.063231,-0.988550,-0.988550,-1.136743,-1.150265,-0.096695,-0.096695,0.086959,0.086959,0.245051,0.228190,-0.154802,-0.121833,2.307857,2.143619,5.038454,3.087247,0.318796,0.325886
-0.571326,-0.571326,-1.245489,-1.075119,-1.006445,-1.006445,-1.218776,-1.225988,-0.097249,-0.097249,0.056066,0.056066,0.239771,0.223404,-0.438439,-0.471408,1.477151,0.781397,4.635282,1.261342,0.318646,0.325772
-0.581490,-0.581490,-1.257800,-1.087171,-1.023347,-1.023347,-1.221480,-1.212916,-0.097962,-0.097962,0.061392,0.061392,0.233488,0.217940,-0.510040,-0.433118,1.319277,0.768540,3.229217,2.481092,0.318582,0.325931
-0.591786,-0.591786,-1.270168,-1.099208,-1.034172,-1.034172,-1.249876,-1.216522,-0.098112,-0.098112,0.074175,0.074175,0.229736,0.213789,-0.321429,-0.332415,2.616813,1.947949,5.980774,3.166132,0.318110,0.326302
-0.602194,-0.602194,-1.283108,-1.111951,-1.047348,-1.047348,-1.321542,-1.321092,-0.097947,-0.097947,0.072045,0.072045,0.223415,0.208790,-0.598287,-0.510375,1.668732,1.794246,4.120440,3.750987,0.317999,0.326247
-0.612759,-0.612759,-1.296635,-1.125573,-1.063797,-1.063797,-1.363010,-1.386448,-0.098103,-0.098103,0.069914,0.069914,0.214860,0.200833,-0.776238,-0.754257,0.609197,0.668596,3.385528,1.619004,0.317890,0.326200
-0.623480,-0.623480,-1.310175,-1.139378,-1.076737,-1.076737,-1.356699,-1.406280,-0.097870,-0.097870,0.107199,0.107199,0.206517,0.193054,-0.727962,-0.738957,1.407052,1.379293,4.567585,2.128256,0.317843,0.326197
-0.634302,-0.634302,-1.323894,-1.153524,-1.088022,-1.088022,-1.385997,-1.426112,-0.096733,-0.096733,0.138091,0.138091,0.199836,0.185777,-0.686087,-0.686087,2.314969,2.213711,5.518723,3.212772,0.317893,0.326089
-0.645267,-0.645267,-1.338349,-1.168409,-1.104461,-1.104461,-1.496877,-1.519413,-0.095918,-0.095918,0.110394,0.110394,0.190724,0.176677,-0.900593,-1.021470,1.821009,1.000983,6.061366,1.003391,0.317676,0.325988
-0.656434,-0.656434,-1.353699,-1.183572,-1.126205,-1.126205,-1.564937,-1.503187,-0.095850,-0.095850,0.084828,0.084828,0.178769,0.164923,-1.145938,-0.992093,0.739764,0.755364,2.293080,3.495965,0.317407,0.325988
