R_kf_x,L_kf_x,R_x,L_x,R_kf_v,L_kf_v,R_v,L_v,R_gamma,L_gamma,R_d_gamma,L_d_gamma,R_beta,L_beta,R_d_beta,L_d_beta,R_T_w,L_T_w,R_T_p,L_T_p,R_l,L_l
2.655529,2.655529,3.930946,4.923235,0.521670,0.521670,0.000000,0.000000,-0.769327,-0.769327,-0.031286,-0.031286,0.101720,0.071708,-0.031297,0.034647,-20.566570,-78.927185,0.440448,-2.780237,0.325345,0.357654
2.660680,2.660680,3.930924,4.923235,0.508932,0.508932,-0.002254,0.000000,-0.768434,-0.768434,-0.015307,-0.015307,0.102613,0.073398,-0.026310,0.116557,-20.566570,-78.927185,0.440448,-2.780237,0.325345,0.357855
2.665709,2.665709,3.930914,4.923235,0.498911,0.498911,-0.001352,0.000000,-0.767666,-0.767666,-0.022764,-0.022764,0.103381,0.074884,-0.044757,0.043168,-20.566570,-78.927185,0.440448,-2.780237,0.325345,0.358037
2.670628,2.670628,3.930912,4.923235,0.486028,0.486028,0.000000,0.000000,-0.766404,-0.766404,-0.027025,-0.027025,0.104643,0.077251,-0.049018,0.104834,-20.566570,-78.927185,0.440448,-2.780237,0.325345,0.358317
2.675453,2.675453,3.930912,4.923235,0.478751,0.478751,0.000000,0.000000,-0.765417,-0.765417,-0.012111,-0.012111,0.105630,0.079366,-0.023114,0.130739,-20.566570,-78.927185,0.440448,-2.780237,0.325345,0.358604
2.680188,2.680188,3.930912,4.923235,0.470009,0.470009,0.000000,0.000000,-0.764166,-0.764166,0.003868,0.003868,0.106881,0.081760,0.003857,0.146719,-20.566570,-78.927185,0.440448,-2.780237,0.325345,0.358892
2.684832,2.684832,3.930912,4.923235,0.460636,0.460636,0.000000,0.000000,-0.763203,-0.763203,0.010260,0.010260,0.107844,0.083727,-0.000744,0.087181,-20.566570,-78.927185,0.440448,-2.780237,0.325345,0.359142
2.689386,2.689386,3.930912,4.923235,0.450550,0.450550,0.000000,0.000000,-0.762359,-0.762359,0.007064,0.007064,0.108688,0.085581,-0.003940,0.094976,-20.566570,-78.927185,0.440448,-2.780237,0.325345,0.359395
2.693845,2.693845,3.930912,4.923235,0.441156,0.441156,0.000000,0.000000,-0.761739,-0.761739,0.028369,0.028369,0.109308,0.087090,0.017366,0.160230,-20.566570,-78.927185,0.440448,-2.780237,0.325345,0.359618
2.698200,2.698200,3.930912,4.923235,0.432216,0.432216,0.000000,0.000000,-0.761302,-0.761302,-0.007850,-0.007850,0.109746,0.088079,-0.018853,0.047092,-20.566570,-78.927185,0.440448,-2.780237,0.325345,0.359756
2.702469,2.702469,3.930912,4.923235,0.421647,0.421647,0.000000,0.000000,-0.760746,-0.760746,0.000672,0.000672,0.110301,0.089574,0.000661,0.121543,-20.566570,-78.927185,0.440448,-2.780237,0.325345,0.359993
2.706654,2.706654,3.930912,4.923235,0.415847,0.415847,0.000000,0.000000,-0.760570,-0.760570,0.001737,0.001737,0.110477,0.090506,-0.009266,0.089644,-20.566570,-78.927185,0.440448,-2.780237,0.325345,0.360184
2.710744,2.710744,3.930912,4.923235,0.404819,0.404819,0.000000,0.000000,-0.759829,-0.759829,-0.030220,-0.030220,0.111218,0.092192,-0.041224,0.068674,-20.566570,-78.927185,0.440448,-2.780237,0.325345,0.360423
2.714763,2.714763,3.930912,4.923235,0.397420,0.397420,0.000000,0.000000,-0.759510,-0.759510,-0.011046,-0.011046,0.111537,0.093717,-0.022049,0.131808,-20.566570,-78.927185,0.440448,-2.780237,0.325345,0.360723
2.718699,2.718699,3.930912,4.923235,0.391265,0.391265,0.000000,0.000000,-0.758980,-0.758980,0.003868,0.003868,0.112067,0.095415,-0.007135,0.157710,-20.566570,-78.927185,0.440448,-2.780237,0.325345,0.361013
2.722560,2.722560,3.930912,4.923235,0.383225,0.383225,0.000000,0.000000,-0.758407,-0.758407,0.011325,0.011325,0.112640,0.096889,0.000322,0.121208,-20.566570,-78.927185,0.440448,-2.780237,0.325345,0.361237
2.726346,2.726346,3.930912,4.923235,0.375021,0.375021,0.000000,0.000000,-0.757877,-0.757877,-0.001458,-0.001458,0.113170,0.098359,-0.023452,0.075460,-20.566570,-78.927185,0.440448,-2.780237,0.325345,0.361471
2.730060,2.730060,3.930912,4.923235,0.367603,0.367603,0.000000,0.000000,-0.757488,-0.757488,0.023043,0.023043,0.113559,0.099880,0.012039,0.143914,-20.566570,-78.927185,0.440448,-2.780237,0.325345,0.361754
2.733698,2.733698,3.930912,4.923235,0.360410,0.360410,0.000000,0.000000,-0.757026,-0.757026,-0.004654,-0.004654,0.114022,0.101494,-0.015657,0.138194,-20.566570,-78.927185,0.440448,-2.780237,0.325345,0.362043
2.737258,2.737258,3.930912,4.923235,0.353618,0.353618,0.000000,0.000000,-0.756693,-0.756693,-0.009980,-0.009980,0.114354,0.102832,-0.020984,0.099905,-20.566570,-78.927185,0.440448,-2.780237,0.325345,0.362295
2.740747,2.740747,3.930912,4.923235,0.345456,0.345456,0.000000,0.000000,-0.756104,-0.756104,-0.025959,-0.025959,0.114943,0.104577,-0.036963,0.072939,-20.566570,-78.927185,0.440448,-2.780237,0.325345,0.362579
2.744171,2.744171,3.930912,4.923235,0.339055,0.339055,0.000000,0.000000,-0.755484,-0.755484,-0.033416,-0.033416,0.115563,0.106287,-0.044420,0.076466,-20.566570,-78.927185,0.440448,-2.780237,0.325345,0.362848
2.747534,2.747534,3.930912,4.923235,0.333310,0.333310,0.000000,0.000000,-0.754748,-0.754748,-0.027025,-0.027025,0.116299,0.108150,-0.027036,0.115823,-20.566570,-78.927185,0.440448,-2.780237,0.325345,0.363127
2.750838,2.750838,3.930912,4.923235,0.328651,0.328651,0.000000,0.000000,-0.754015,-0.754015,-0.030220,-0.030220,0.117032,0.109645,-0.041224,0.068673,-20.566570,-78.927185,0.440448,-2.780237,0.325345,0.363316
2.754084,2.754084,3.930912,4.923235,0.322633,0.322633,0.000000,0.000000,-0.753116,-0.753116,-0.007850,-0.007850,0.117931,0.111308,-0.018853,0.058080,-20.566570,-78.927185,0.440448,-2.780237,0.325345,0.363506
2.757289,2.757289,3.930912,4.923235,0.317208,0.317208,0.000000,0.000000,-0.752350,-0.752350,0.001737,0.001737,0.118697,0.113079,-0.020279,0.122612,-20.566570,-78.927185,0.440448,-2.780237,0.325345,0.363757
2.760437,2.760437,3.930912,4.923235,0.314239,0.314239,0.000000,0.000000,-0.751945,-0.751945,0.008129,0.008129,0.119102,0.114287,-0.002874,0.074063,-20.566570,-78.927185,0.440448,-2.780237,0.325345,0.363958
2.763542,2.763542,3.930912,4.923235,0.306803,0.306803,0.000000,0.000000,-0.751340,-0.751340,0.012390,0.012390,0.119707,0.115801,-0.009603,0.144252,-20.566570,-78.927185,0.440448,-2.780237,0.325345,0.364180
2.766606,2.766606,3.930912,4.923235,0.304819,0.304819,0.000000,0.000000,-0.751211,-0.751211,-0.003589,-0.003589,0.119836,0.117040,-0.014567,0.150246,-20.566570,-78.927185,0.440448,-2.780237,0.325345,0.364451
2.769610,2.769610,3.930912,4.923235,0.298997,0.298997,0.000000,0.000000,-0.750777,-0.750777,0.008129,0.008129,0.120270,0.118600,-0.002874,0.128998,-20.566570,-78.927185,0.440448,-2.780237,0.325345,0.364728
2.772575,2.772575,3.930912,4.923235,0.294021,0.294021,0.000000,0.000000,-0.750517,-0.750517,-0.008915,-0.008915,0.120530,0.120003,0.002088,0.100965,-20.566570,-78.927185,0.440448,-2.780237,0.325345,0.365009
2.775483,2.775483,3.930912,4.923235,0.288573,0.288573,0.000000,0.000000,-0.750035,-0.750035,-0.000393,-0.000393,0.121012,0.121697,-0.011396,0.098504,-20.566570,-78.927185,0.440448,-2.780237,0.325345,0.365309
2.778343,2.778343,3.930912,4.923235,0.283306,0.283306,0.000000,0.000000,-0.749632,-0.749632,-0.032351,-0.032351,0.121415,0.123255,-0.043354,0.077535,-20.566570,-78.927185,0.440448,-2.780237,0.325345,0.365595
2.781157,2.781157,3.930912,4.923235,0.278745,0.278745,0.000000,0.000000,-0.749190,-0.749190,-0.008915,-0.008915,0.121857,0.124786,-0.019919,0.133935,-20.566570,-78.927185,0.440448,-2.780237,0.325345,0.365862
2.783929,2.783929,3.930912,4.923235,0.276747,0.276747,0.000000,0.000000,-0.748883,-0.748883,-0.005719,-0.005719,0.122164,0.125842,-0.016723,0.093175,-20.566570,-78.927185,0.440448,-2.780237,0.325345,0.366044
2.786657,2.786657,3.930912,4.923235,0.270920,0.270920,0.000000,0.000000,-0.748299,-0.748299,0.003868,0.003868,0.122748,0.127556,-0.007135,0.102759,-20.566570,-78.927185,0.440448,-2.780237,0.325345,0.366319
2.789359,2.789359,3.930912,4.923235,0.267989,0.267989,0.000000,0.000000,-0.748100,-0.748100,0.026239,0.026239,0.122947,0.129127,0.015235,0.158096,-20.566570,-78.927185,0.440448,-2.780237,0.325345,0.366654
2.792019,2.792019,3.930912,4.923235,0.264720,0.264720,0.000000,0.000000,-0.747748,-0.747748,0.013455,0.013455,0.123299,0.130890,0.002452,0.156309,-20.566570,-78.927185,0.440448,-2.780237,0.325345,0.367000
2.794647,2.794647,3.930912,4.923235,0.260143,0.260143,0.000000,0.000000,-0.747350,-0.747350,0.002803,0.002803,0.123697,0.132540,-0.008201,0.145652,-20.566570,-78.927185,0.440448,-2.780237,0.325345,0.367309
2.797234,2.797234,3.930912,4.923235,0.256734,0.256734,0.000000,0.000000,-0.747116,-0.747116,-0.014242,-0.014242,0.123931,0.133897,-0.025245,0.128607,-20.566570,-78.927185,0.440448,-2.780237,0.325345,0.367581
2.799777,2.799777,3.930912,4.923235,0.252757,0.252757,0.000000,0.000000,-0.746847,-0.746847,0.010260,0.010260,0.124200,0.135112,-0.000744,0.142117,-20.566570,-78.927185,0.440448,-2.780237,0.325345,0.367810
2.802272,2.802272,3.930912,4.923235,0.248564,0.248564,0.000000,0.000000,-0.746485,-0.746485,0.002803,0.002803,0.124562,0.136433,-0.008201,0.090708,-20.566570,-78.927185,0.440448,-2.780237,0.325345,0.368041
2.804738,2.804738,3.930912,4.923235,0.244446,0.244446,0.000000,0.000000,-0.746045,-0.746045,-0.007850,-0.007850,0.125002,0.138086,-0.018853,0.102032,-20.566570,-78.927185,0.440448,-2.780237,0.325345,0.368336
2.807175,2.807175,3.930912,4.923235,0.242277,0.242277,0.000000,0.000000,-0.745594,-0.745594,-0.017437,-0.017437,0.125453,0.139860,-0.017426,0.136399,-20.566570,-78.927185,0.440448,-2.780237,0.325345,0.368658
2.809585,2.809585,3.930912,4.923235,0.239889,0.239889,0.000000,0.000000,-0.745199,-0.745199,0.001737,0.001737,0.125848,0.141348,-0.009266,0.155571,-20.566570,-78.927185,0.440448,-2.780237,0.325345,0.368926
2.811975,2.811975,3.930912,4.923235,0.238092,0.238092,0.000000,0.000000,-0.744761,-0.744761,-0.011046,-0.011046,0.126286,0.143102,-0.011057,0.153776,-20.566570,-78.927185,0.440448,-2.780237,0.325345,0.369244
2.814342,2.814342,3.930912,4.923235,0.236252,0.236252,0.000000,0.000000,-0.744400,-0.744400,-0.002524,-0.002524,0.126647,0.144800,-0.013527,0.140322,-20.566570,-78.927185,0.440448,-2.780237,0.325345,0.369472
2.816684,2.816684,3.930912,4.923235,0.233179,0.233179,0.000000,0.000000,-0.743971,-0.743971,0.000672,0.000672,0.127076,0.146445,-0.010331,0.110555,-20.566570,-78.927185,0.440448,-2.780237,0.325345,0.369765
2.818992,2.818992,3.930912,4.923235,0.229318,0.229318,0.000000,0.000000,-0.743653,-0.743653,0.013455,0.013455,0.127395,0.147735,0.002452,0.112351,-20.566570,-78.927185,0.440448,-2.780237,0.325345,0.369999
2.821272,2.821272,3.930912,4.923235,0.226065,0.226065,0.000000,0.000000,-0.743351,-0.743351,-0.005719,-0.005719,0.127696,0.149301,-0.016723,0.104159,-20.566570,-78.927185,0.440448,-2.780237,0.325345,0.370305
2.823527,2.823527,3.930912,4.923235,0.224209,0.224209,0.000000,0.000000,-0.743078,-0.743078,0.001737,0.001737,0.127969,0.150885,-0.020279,0.155569,-20.566570,-78.927185,0.440448,-2.780237,0.325345,0.370624
2.825763,2.825763,3.930912,4.923235,0.222672,0.222672,0.000000,0.000000,-0.742826,-0.742826,0.000672,0.000672,0.128221,0.152285,-0.010331,0.154505,-20.566570,-78.927185,0.440448,-2.780237,0.325345,0.370898
2.827983,2.827983,3.930912,4.923235,0.221284,0.221284,0.000000,0.000000,-0.742571,-0.742571,-0.009980,-0.009980,0.128476,0.153943,-0.020984,0.143857,-20.566570,-78.927185,0.440448,-2.780237,0.325345,0.371233
2.830181,2.830181,3.930912,4.923235,0.219197,0.219197,0.000000,0.000000,-0.742310,-0.742310,-0.000393,-0.000393,0.128737,0.155182,-0.011396,0.142458,-20.566570,-78.927185,0.440448,-2.780237,0.325345,0.371466
2.832353,2.832353,3.930912,4.923235,0.216704,0.216704,0.000000,0.000000,-0.742014,-0.742014,-0.006785,-0.006785,0.129033,0.156561,-0.028778,0.103095,-20.566570,-78.927185,0.440448,-2.780237,0.325345,0.371726
2.834502,2.834502,3.930912,4.923235,0.213765,0.213765,0.000000,0.000000,-0.741716,-0.741716,0.002803,0.002803,0.129331,0.157974,-0.008201,0.090706,-20.566570,-78.927185,0.440448,-2.780237,0.325345,0.371994
2.836632,2.836632,3.930912,4.923235,0.211044,0.211044,0.000000,0.000000,-0.741483,-0.741483,-0.004654,-0.004654,0.129564,0.159534,-0.015657,0.127199,-20.566570,-78.927185,0.440448,-2.780237,0.325345,0.372314
2.838737,2.838737,3.930912,4.923235,0.209661,0.209661,0.000000,0.000000,-0.741272,-0.741272,-0.000393,-0.000393,0.129775,0.161134,-0.011396,0.164431,-20.566570,-78.927185,0.440448,-2.780237,0.325345,0.372643
2.840830,2.840830,3.930912,4.923235,0.208612,0.208612,0.000000,0.000000,-0.741144,-0.741144,0.002803,0.002803,0.129903,0.162451,-0.008201,0.156642,-20.566570,-78.927185,0.440448,-2.780237,0.325345,0.372925
2.842909,2.842909,3.930912,4.923235,0.206774,0.206774,0.000000,0.000000,-0.740929,-0.740929,0.008129,0.008129,0.130118,0.163935,-0.002874,0.172948,-20.566570,-78.927185,0.440448,-2.780237,0.325345,0.373226
2.844965,2.844965,3.930912,4.923235,0.204844,0.204844,0.000000,0.000000,-0.740819,-0.740819,0.001737,0.001737,0.130228,0.165351,-0.009266,0.144579,-20.566570,-78.927185,0.440448,-2.780237,0.325345,0.373537
2.846996,2.846996,3.930912,4.923235,0.202065,0.202065,0.000000,0.000000,-0.740530,-0.740530,-0.006785,-0.006785,0.130517,0.166585,-0.017788,0.125067,-20.566570,-78.927185,0.440448,-2.780237,0.325345,0.373763
2.848998,2.848998,3.930912,4.923235,0.199562,0.199562,0.000000,0.000000,-0.740259,-0.740259,-0.014242,-0.014242,0.130788,0.168043,-0.025245,0.084651,-20.566570,-78.927185,0.440448,-2.780237,0.325345,0.374047
2.850980,2.850980,3.930912,4.923235,0.197328,0.197328,0.000000,0.000000,-0.739909,-0.739909,-0.003589,-0.003589,0.131138,0.169610,-0.014592,0.106297,-20.566570,-78.927185,0.440448,-2.780237,0.325345,0.374332
2.852950,2.852950,3.930912,4.923235,0.196111,0.196111,0.000000,0.000000,-0.739632,-0.739632,-0.024894,-0.024894,0.131415,0.171329,-0.046887,0.117950,-20.566570,-78.927185,0.440448,-2.780237,0.325345,0.374671
2.854910,2.854910,3.930912,4.923235,0.195831,0.195831,0.000000,0.000000,-0.739342,-0.739342,-0.003589,-0.003589,0.131705,0.172744,-0.014592,0.128264,-20.566570,-78.927185,0.440448,-2.780237,0.325345,0.374937
2.856867,2.856867,3.930912,4.923235,0.194896,0.194896,0.000000,0.000000,-0.739030,-0.739030,-0.003589,-0.003589,0.132017,0.174381,-0.014592,0.139252,-20.566570,-78.927185,0.440448,-2.780237,0.325345,0.375250
2.858815,2.858815,3.930912,4.923235,0.193683,0.193683,0.000000,0.000000,-0.738874,-0.738874,-0.008915,-0.008915,0.132173,0.175732,-0.019919,0.144918,-20.566570,-78.927185,0.440448,-2.780237,0.325345,0.375534
2.860741,2.860741,3.930912,4.923235,0.191948,0.191948,0.000000,0.000000,-0.738727,-0.738727,-0.008915,-0.008915,0.132321,0.177076,-0.019919,0.133935,-20.566570,-78.927185,0.440448,-2.780237,0.325345,0.375816
2.862642,2.862642,3.930912,4.923235,0.189535,0.189535,0.000000,0.000000,-0.738512,-0.738512,-0.003589,-0.003589,0.132535,0.178363,-0.014592,0.128266,-20.566570,-78.927185,0.440448,-2.780237,0.325345,0.376065
2.864525,2.864525,3.930912,4.923235,0.187812,0.187812,0.000000,0.000000,-0.738340,-0.738340,-0.015307,-0.015307,0.132707,0.179842,-0.026310,0.105558,-20.566570,-78.927185,0.440448,-2.780237,0.325345,0.376370
2.866401,2.866401,3.930912,4.923235,0.187665,0.187665,0.000000,0.000000,-0.738147,-0.738147,-0.006785,-0.006785,0.132900,0.181170,-0.017788,0.114079,-20.566570,-78.927185,0.440448,-2.780237,0.325345,0.376636
2.868274,2.868274,3.930912,4.923235,0.187164,0.187164,0.000000,0.000000,-0.737898,-0.737898,-0.005719,-0.005719,0.133150,0.182804,-0.027736,0.104160,-20.566570,-78.927185,0.440448,-2.780237,0.325345,0.376962
2.870144,2.870144,3.930912,4.923235,0.186406,0.186406,0.000000,0.000000,-0.737676,-0.737676,-0.003589,-0.003589,0.133371,0.184230,-0.014592,0.117285,-20.566570,-78.927185,0.440448,-2.780237,0.325345,0.377246
2.872005,2.872005,3.930912,4.923235,0.185164,0.185164,0.000000,0.000000,-0.737468,-0.737468,0.010260,0.010260,0.133579,0.185694,-0.000744,0.131127,-20.566570,-78.927185,0.440448,-2.780237,0.325345,0.377537
2.873851,2.873851,3.930912,4.923235,0.183419,0.183419,0.000000,0.000000,-0.737252,-0.737252,0.008129,0.008129,0.133795,0.187218,-0.002874,0.172940,-20.566570,-78.927185,0.440448,-2.780237,0.325345,0.377839
2.877492,2.877492,3.930912,4.923235,0.180625,0.180625,0.000000,0.000000,-0.737011,-0.737011,-0.004654,-0.004654,0.134036,0.190200,-0.026647,0.182142,-20.566570,-78.927185,0.440448,-2.780237,0.325345,0.378477
2.879297,2.879297,3.930912,4.923235,0.180598,0.180598,0.000000,0.000000,-0.736953,-0.736953,-0.000393,-0.000393,0.134094,0.191587,-0.011396,0.153441,-20.566570,-78.927185,0.440448,-2.780237,0.325345,0.378788
2.881102,2.881102,3.930912,4.923235,0.180278,0.180278,0.000000,0.000000,-0.736819,-0.736819,-0.017437,-0.017437,0.134228,0.192813,-0.017426,0.147379,-20.566570,-78.927185,0.440448,-2.780237,0.325345,0.379041
2.882900,2.882900,3.930912,4.923235,0.179892,0.179892,0.000000,0.000000,-0.736745,-0.736745,-0.020633,-0.020633,0.134302,0.194018,-0.031636,0.111218,-20.566570,-78.927185,0.440448,-2.780237,0.325345,0.379300
2.884682,2.884682,3.930912,4.923235,0.177855,0.177855,0.000000,0.000000,-0.736643,-0.736643,-0.004654,-0.004654,0.134404,0.195062,-0.015657,0.094232,-20.566570,-78.927185,0.440448,-2.780237,0.325345,0.379516
2.886446,2.886446,3.930912,4.923235,0.175198,0.175198,0.000000,0.000000,-0.736377,-0.736377,0.013455,0.013455,0.134670,0.196521,0.002452,0.123331,-20.566570,-78.927185,0.440448,-2.780237,0.325345,0.379791
2.888196,2.888196,3.930912,4.923235,0.174161,0.174161,0.000000,0.000000,-0.736198,-0.736198,-0.025959,-0.025959,0.134849,0.198270,-0.025948,0.105897,-20.566570,-78.927185,0.440448,-2.780237,0.325345,0.380155
2.889940,2.889940,3.930912,4.923235,0.174294,0.174294,0.000000,0.000000,-0.736025,-0.736025,-0.015307,-0.015307,0.135022,0.199713,-0.015318,0.127535,-20.566570,-78.927185,0.440448,-2.780237,0.325345,0.380450
2.891687,2.891687,3.930912,4.923235,0.174447,0.174447,0.000000,0.000000,-0.735788,-0.735788,-0.000393,-0.000393,0.135259,0.201256,-0.022386,0.131457,-20.566570,-78.927185,0.440448,-2.780237,0.325345,0.380748
2.893436,2.893436,3.930912,4.923235,0.174680,0.174680,0.000000,0.000000,-0.735564,-0.735564,-0.015307,-0.015307,0.135484,0.202825,-0.026310,0.105555,-20.566570,-78.927185,0.440448,-2.780237,0.325345,0.381054
2.895183,2.895183,3.930912,4.923235,0.173903,0.173903,0.000000,0.000000,-0.735458,-0.735458,-0.000393,-0.000393,0.135589,0.204160,-0.000382,0.131462,-20.566570,-78.927185,0.440448,-2.780237,0.325345,0.381335
2.896918,2.896918,3.930912,4.923235,0.172507,0.172507,0.000000,0.000000,-0.735325,-0.735325,-0.021698,-0.021698,0.135722,0.205604,-0.032702,0.143117,-20.566570,-78.927185,0.440448,-2.780237,0.325345,0.381635
2.898634,2.898634,3.930912,4.923235,0.171463,0.171463,0.000000,0.000000,-0.735211,-0.735211,-0.012111,-0.012111,0.135836,0.206809,-0.023114,0.152700,-20.566570,-78.927185,0.440448,-2.780237,0.325345,0.381887
2.900337,2.900337,3.930912,4.923235,0.169886,0.169886,0.000000,0.000000,-0.735012,-0.735012,-0.018503,-0.018503,0.136035,0.208508,-0.029506,0.157296,-20.566570,-78.927185,0.440448,-2.780237,0.325345,0.382229
2.902035,2.902035,3.930912,4.923235,0.170213,0.170213,0.000000,0.000000,-0.734883,-0.734883,-0.020633,-0.020633,0.136164,0.210009,-0.031636,0.144180,-20.566570,-78.927185,0.440448,-2.780237,0.325345,0.382539
2.903739,2.903739,3.930912,4.923235,0.170677,0.170677,0.000000,0.000000,-0.734654,-0.734654,0.000672,0.000672,0.136393,0.211667,-0.010331,0.165495,-20.566570,-78.927185,0.440448,-2.780237,0.325345,0.382862
2.905446,2.905446,3.930912,4.923235,0.171279,0.171279,0.000000,0.000000,-0.734505,-0.734505,0.016651,0.016651,0.136542,0.212888,-0.005342,0.148501,-20.566570,-78.927185,0.440448,-2.780237,0.325345,0.383106
2.907148,2.907148,3.930912,4.923235,0.169964,0.169964,0.000000,0.000000,-0.734404,-0.734404,-0.000393,-0.000393,0.136643,0.213906,-0.011396,0.087506,-20.566570,-78.927185,0.440448,-2.780237,0.325345,0.383315
2.908835,2.908835,3.930912,4.923235,0.167333,0.167333,0.000000,0.000000,-0.734215,-0.734215,0.004933,0.004933,0.136832,0.215032,-0.017083,0.125793,-20.566570,-78.927185,0.440448,-2.780237,0.325345,0.383530
2.910515,2.910515,3.930912,4.923235,0.167390,0.167390,0.000000,0.000000,-0.734293,-0.734293,0.007064,0.007064,0.136754,0.215896,-0.003940,0.127928,-20.566570,-78.927185,0.440448,-2.780237,0.325345,0.383657
2.912183,2.912183,3.930912,4.923235,0.167448,0.167448,0.000000,0.000000,-0.734255,-0.734255,-0.006785,-0.006785,0.136792,0.217260,-0.017788,0.125074,-20.566570,-78.927185,0.440448,-2.780237,0.325345,0.383610
2.913860,2.913860,3.930912,4.923235,0.166544,0.166544,0.000000,0.000000,-0.734249,-0.734249,0.013455,0.013455,0.136798,0.218425,0.002452,0.123335,-20.566570,-78.927185,0.440448,-2.780237,0.325345,0.383526
2.915519,2.915519,3.930912,4.923235,0.165733,0.165733,0.000000,0.000000,-0.734199,-0.734199,-0.012111,-0.012111,0.136849,0.220257,-0.034127,0.185675,-20.566570,-78.927185,0.440448,-2.780237,0.325345,0.383582
2.917175,2.917175,3.930912,4.923235,0.165392,0.165392,0.000000,0.000000,-0.734200,-0.734200,-0.003589,-0.003589,0.136847,0.221632,-0.014592,0.117281,-20.566570,-78.927185,0.440448,-2.780237,0.325345,0.383548
