R_F,L_F,R_l,L_l,R_ref_l,L_ref_l,R_dl,L_dl,R_ref_dl,L_ref_dl,R_P,L_P,I12,I13
8.078014,6.688493,0.199312,0.199303,0.200000,0.200000,-0.006120,0.000000,0.027539,0.027869,5.042779,5.491604,-0.203757,0.000000
6.100852,6.688493,0.199364,0.199303,0.200000,0.200000,-0.000000,0.000000,0.025420,0.027869,6.186085,6.527017,-0.450431,0.000000
6.100852,6.688493,0.199364,0.199303,0.200000,0.200000,-0.000000,0.000000,0.025420,0.027869,6.097789,6.432434,-0.177375,0.000000
6.100852,5.954200,0.199364,0.199303,0.200000,0.200000,-0.000000,0.003060,0.025420,0.027869,6.337867,5.755513,0.136914,0.000000
6.100852,6.688493,0.199364,0.199303,0.200000,0.200000,-0.000000,0.000000,0.025420,0.027869,7.010930,7.351368,0.305795,0.000000
6.100852,6.688493,0.199364,0.199303,0.200000,0.200000,-0.000000,0.000000,0.025420,0.027869,5.919392,5.738657,0.148188,0.000000
8.072720,6.688493,0.199312,0.199303,0.200000,0.200000,-0.006120,0.000000,0.027516,0.027869,9.709478,5.795913,-0.237212,0.000000
7.338278,6.688493,0.199312,0.199303,0.200000,0.200000,-0.003060,0.000000,0.027516,0.027869,9.886192,3.944843,-0.495508,0.000000
6.603963,6.688493,0.199312,0.199303,0.200000,0.200000,-0.000000,0.000000,0.027516,0.027869,6.495583,6.311584,-0.374756,0.000000
4.129057,5.219779,0.199417,0.199303,0.200000,0.200000,0.006121,0.006120,0.023326,0.027869,6.310759,4.752527,0.173993,0.000000
6.106575,6.921466,0.199364,0.199356,0.200000,0.200000,-0.000000,-0.003060,0.025444,0.025780,6.933384,7.331348,0.528893,0.000000
9.546646,6.187098,0.199312,0.199356,0.200000,0.200000,-0.012239,0.000000,0.027539,0.025780,9.599268,5.284820,0.078157,0.000000
7.338278,6.688506,0.199312,0.199303,0.200000,0.200000,-0.003060,-0.000000,0.027516,0.027869,6.615899,1.262411,-0.509858,0.000000
6.603963,7.422774,0.199312,0.199303,0.200000,0.200000,-0.000000,-0.003059,0.027516,0.027869,6.951984,7.310574,-0.521802,0.000000
3.897387,4.485486,0.199364,0.199303,0.200000,0.200000,0.009181,0.009179,0.025420,0.027869,4.781951,5.120317,0.056282,0.000000
6.106560,6.921466,0.199364,0.199356,0.200000,0.200000,0.000000,-0.003060,0.025444,0.025780,7.509185,5.862907,0.541552,0.000000
6.106575,6.187098,0.199364,0.199356,0.200000,0.200000,-0.000000,0.000000,0.025444,0.025780,6.239627,8.526775,0.323805,0.000000
6.609268,5.219804,0.199312,0.199303,0.200000,0.200000,-0.000000,0.006120,0.027539,0.027869,6.152153,2.136748,-0.363926,0.000000
6.603963,7.925507,0.199312,0.199251,0.200000,0.200000,-0.000000,-0.003060,0.027516,0.029963,6.187032,5.262599,-0.541396,0.000000
3.897387,6.688493,0.199364,0.199303,0.200000,0.200000,0.009181,0.000000,0.025420,0.027869,1.155289,7.195931,-0.150734,0.000000
4.868381,6.921578,0.199416,0.199356,0.200000,0.200000,0.003060,-0.003060,0.023345,0.025780,3.728963,9.921781,0.381074,0.000000
9.044325,5.452602,0.199364,0.199356,0.200000,0.200000,-0.012241,0.003060,0.025444,0.025780,12.207279,5.456234,0.243072,0.000000
6.378036,8.157207,0.199259,0.199303,0.200000,0.200000,0.003060,-0.006120,0.029635,0.027869,6.471034,7.290853,-0.247421,0.000000
7.338278,5.954085,0.199312,0.199303,0.200000,0.200000,-0.003060,0.003060,0.027516,0.027869,8.222022,9.017500,-0.391229,0.000000
6.603963,5.954200,0.199312,0.199303,0.200000,0.200000,-0.000000,0.003060,0.027516,0.027869,7.247625,6.152786,-0.030523,0.000000
5.874813,6.187098,0.199312,0.199356,0.200000,0.200000,0.003060,0.000000,0.027539,0.025780,7.609485,5.917831,0.268705,0.000000
6.106575,6.688493,0.199364,0.199303,0.200000,0.200000,-0.000000,0.000000,0.025444,0.027869,5.917968,3.872351,0.122986,0.000000
8.078014,6.688493,0.199312,0.199303,0.200000,0.200000,-0.006120,0.000000,0.027539,0.027869,10.677055,6.292047,-0.216363,0.000000
6.609255,6.688493,0.199312,0.199303,0.200000,0.200000,-0.000000,0.000000,0.027539,0.027869,6.453106,6.311811,-0.299410,0.000000
6.609255,6.688493,0.199312,0.199303,0.200000,0.200000,-0.000000,0.000000,0.027539,0.027869,7.071429,6.932522,-0.052070,0.000000
6.609255,6.688493,0.199312,0.199303,0.200000,0.200000,-0.000000,0.000000,0.027539,0.027869,6.857037,6.716743,0.149161,0.000000
7.343571,6.688493,0.199312,0.199303,0.200000,0.200000,-0.003060,0.000000,0.027539,0.027869,7.613722,6.565011,0.104123,0.000000
6.378152,6.688493,0.199259,0.199303,0.200000,0.200000,0.003059,0.000000,0.029635,0.027869,3.687233,5.751301,-0.257418,0.000000
7.112366,7.191176,0.199259,0.199251,0.200000,0.200000,-0.000000,0.000000,0.029635,0.029963,7.612507,5.096031,-0.486822,0.000000
5.140496,7.191176,0.199312,0.199251,0.200000,0.200000,0.006120,0.000000,0.027539,0.029963,5.537056,7.746019,-0.298539,0.000000
5.372154,4.485486,0.199364,0.199303,0.200000,0.200000,0.003060,0.009179,0.025444,0.027869,4.884526,6.465529,0.169194,0.000000
5.602892,6.921466,0.199416,0.199356,0.200000,0.200000,-0.000000,-0.003060,0.023345,0.025780,8.220361,6.719162,0.410767,0.000000
8.309919,7.422914,0.199364,0.199303,0.200000,0.200000,-0.009181,-0.003060,0.025444,0.027869,10.642886,8.686280,0.104213,0.000000
5.874952,6.456856,0.199312,0.199251,0.200000,0.200000,0.003060,0.003060,0.027539,0.029963,5.596030,8.142343,-0.412347,0.000000
6.609255,7.191176,0.199312,0.199251,0.200000,0.200000,-0.000000,0.000000,0.027539,0.029963,7.013198,7.395193,-0.307628,0.000000
5.874813,5.452573,0.199312,0.199356,0.200000,0.200000,0.003060,0.003061,0.027539,0.025780,3.883536,7.456512,0.159996,0.000000
7.343571,5.961666,0.199312,0.199302,0.200000,0.200000,-0.003060,0.003060,0.027539,0.027900,9.418159,5.365107,0.259943,0.000000
6.609255,7.932947,0.199312,0.199250,0.200000,0.200000,-0.000000,-0.003060,0.027539,0.029994,6.494131,7.752461,-0.090267,0.000000
6.609255,7.422914,0.199312,0.199303,0.200000,0.200000,-0.000000,-0.003060,0.027539,0.027869,6.917801,12.296018,-0.185023,0.000000
6.609255,6.688493,0.199312,0.199303,0.200000,0.200000,-0.000000,0.000000,0.027539,0.027869,7.017429,6.879961,-0.071484,0.000000
6.609255,6.688493,0.199312,0.199303,0.200000,0.200000,-0.000000,0.000000,0.027539,0.027869,6.345740,8.624487,0.114618,0.000000
6.609255,6.688493,0.199312,0.199303,0.200000,0.200000,-0.000000,0.000000,0.027539,0.027869,6.379114,6.240667,0.042900,0.000000
9.315171,6.688493,0.199259,0.199303,0.200000,0.200000,-0.009178,0.000000,0.029635,0.027869,11.207018,3.013254,-0.265490,0.000000
5.869662,6.688493,0.199312,0.199303,0.200000,0.200000,0.003060,0.000000,0.027516,0.027869,7.590069,5.519753,-0.359592,0.000000
6.603963,5.954200,0.199312,0.199303,0.200000,0.200000,-0.000000,0.003060,0.027516,0.027869,7.091032,6.003586,-0.064061,0.000000
7.338278,8.157207,0.199312,0.199303,0.200000,0.200000,-0.003060,-0.006120,0.027516,0.027869,9.261615,12.417534,0.004997,0.000000
5.869662,5.722653,0.199312,0.199251,0.200000,0.200000,0.003060,0.006119,0.027516,0.029963,2.625359,1.809029,-0.155675,0.000000
7.840297,7.925507,0.199260,0.199251,0.200000,0.200000,-0.003059,-0.003060,0.029609,0.029963,7.723393,7.546259,-0.267492,0.000000
6.371859,6.456856,0.199260,0.199251,0.200000,0.200000,0.003059,0.003060,0.029609,0.029963,6.264979,6.086285,-0.277104,0.000000
6.603963,7.414472,0.199312,0.199304,0.200000,0.200000,-0.000000,-0.003060,0.027516,0.027834,8.298223,6.547920,-0.156849,0.000000
6.603963,7.185750,0.199312,0.199251,0.200000,0.200000,-0.000000,-0.000000,0.027516,0.029941,6.023052,6.770809,-0.127860,0.000000
6.603976,6.451421,0.199312,0.199251,0.200000,0.200000,-0.000000,0.003060,0.027516,0.029941,6.426682,5.887309,-0.113584,0.000000
6.597253,7.188199,0.199313,0.199251,0.200000,0.200000,-0.000000,-0.000000,0.027488,0.029951,6.233592,5.974248,-0.099773,0.000000
8.567935,2.720658,0.199260,0.199411,0.200000,0.200000,-0.006119,0.012241,0.029581,0.023577,7.697007,1.227062,0.073885,0.000000
8.326180,7.140037,0.199209,0.199409,0.200000,0.200000,-0.003059,-0.006121,0.031633,0.023629,7.699439,3.492654,0.201942,0.000000
4.882214,5.457532,0.199262,0.199355,0.200000,0.200000,0.009178,0.003060,0.029520,0.025799,4.429351,6.708223,0.241941,0.000000
8.775280,6.200314,0.199315,0.199354,0.200000,0.200000,-0.009180,-0.000000,0.027384,0.025834,9.775605,3.237566,0.147951,0.000000
8.338436,6.962624,0.199208,0.199351,0.200000,0.200000,-0.003059,-0.003060,0.031684,0.025951,7.012330,10.694246,0.044680,0.000000
3.462159,6.511791,0.199257,0.199245,0.200000,0.200000,0.015297,0.003059,0.029722,0.030192,-1.078436,-0.786576,0.117012,0.000000
11.548196,9.452221,0.199256,0.199245,0.200000,0.200000,-0.018357,-0.009178,0.029761,0.030206,10.320494,10.277687,-0.012803,0.000000
3.474391,3.292970,0.199256,0.199351,0.200000,0.200000,0.015297,0.012240,0.029774,0.025961,-0.563712,6.074100,0.123962,0.000000
11.767942,6.495935,0.199310,0.199247,0.200000,0.200000,-0.021419,0.003059,0.027614,0.030125,12.232306,-1.611560,-0.068461,0.000000
0.960165,7.438199,0.199364,0.199302,0.200000,0.200000,0.021421,-0.003060,0.025421,0.027933,-1.385207,11.898879,-0.007254,0.000000
6.571954,8.431230,0.199315,0.199198,0.200000,0.200000,-0.000001,-0.003059,0.027382,0.032071,4.557241,2.133789,-0.085879,0.000000
4.182356,8.911283,0.199258,0.199301,0.200000,0.200000,0.012236,-0.009180,0.029663,0.027950,-3.861599,16.782227,-0.101125,0.000000
6.870100,4.816268,0.199361,0.199192,0.200000,0.200000,-0.003061,0.012236,0.025564,0.032304,7.070612,4.376527,0.103399,0.000000
6.859557,10.164894,0.199362,0.199247,0.200000,0.200000,-0.003061,-0.012238,0.025521,0.030115,6.227983,14.487193,-0.065452,0.000000
3.383071,7.183616,0.199418,0.199252,0.200000,0.200000,0.009181,-0.000001,0.023277,0.029931,3.298290,6.085793,-0.310177,0.000000
8.047608,9.200533,0.199315,0.199195,0.200000,0.200000,-0.006121,-0.006119,0.027410,0.032216,2.146636,3.809585,-0.487561,0.000000
7.598935,-0.373257,0.199361,0.199350,0.200000,0.200000,-0.006121,0.027541,0.025541,0.025986,9.051465,-1.780050,-0.306240,0.000000
6.615026,11.400854,0.199311,0.199195,0.200000,0.200000,-0.000001,-0.015296,0.027562,0.032208,6.632459,0.635534,-0.172246,0.000000
5.832637,4.183320,0.199316,0.199411,0.200000,0.200000,0.003059,0.006120,0.027362,0.023550,8.636788,12.336878,-0.017556,0.000000
4.130597,5.533353,0.199417,0.199194,0.200000,0.200000,0.006120,0.009177,0.023331,0.032232,4.184953,-5.928341,0.083880,0.000000
8.838638,18.252737,0.199309,0.199246,0.200000,0.200000,-0.009180,-0.045892,0.027648,0.030161,10.891357,33.436954,-0.310034,0.000000
7.573710,-2.797980,0.199364,0.199144,0.200000,0.200000,-0.006121,0.045879,0.025436,0.034221,7.509151,-9.507466,-0.503346,0.000000
6.350089,9.422225,0.199262,0.199248,0.200000,0.200000,0.003058,-0.009179,0.029516,0.030080,7.755918,3.809959,-0.272121,0.000000
7.370544,6.005416,0.199309,0.199298,0.200000,0.200000,-0.003061,0.003060,0.027650,0.028082,7.485795,4.315341,-0.022368,0.000000
2.663624,7.223929,0.199417,0.199248,0.200000,0.200000,0.012242,-0.000001,0.023340,0.030099,-0.851692,1.497493,-0.017697,0.000000
7.034942,9.392015,0.199420,0.199251,0.200000,0.200000,-0.006122,-0.009180,0.023190,0.029954,0.995324,12.948698,-0.073168,0.000000
4.128603,8.249246,0.199417,0.199141,0.200000,0.200000,0.006120,-0.000001,0.023323,0.034371,4.640444,5.709124,-0.103374,0.000000
7.368996,6.488883,0.199309,0.199248,0.200000,0.200000,-0.003061,0.003059,0.027643,0.030096,5.424426,9.565341,-0.216267,0.000000
4.627715,6.965608,0.199365,0.199198,0.200000,0.200000,0.006119,0.003058,0.025401,0.032081,2.416229,0.944536,-0.100128,0.000000
4.844983,12.149496,0.199419,0.199193,0.200000,0.200000,0.003059,-0.018355,0.023246,0.032268,-2.292020,14.278030,-0.137464,0.000000
4.383513,4.790625,0.199467,0.199195,0.200000,0.200000,0.003060,0.012236,0.021325,0.032197,6.706409,9.586464,-0.243701,0.000000
7.572704,6.453849,0.199364,0.199251,0.200000,0.200000,-0.006121,0.003058,0.025432,0.029949,3.761414,2.865330,-0.163576,0.000000
7.314113,9.441712,0.199315,0.199246,0.200000,0.200000,-0.003062,-0.009179,0.027414,0.030162,8.334450,13.761992,-0.091312,0.000000
1.442557,6.994339,0.199467,0.199195,0.200000,0.200000,0.015304,0.003058,0.021315,0.032201,0.708268,2.980646,-0.005491,0.000000
6.322053,7.921616,0.199418,0.199251,0.200000,0.200000,-0.003062,-0.003061,0.023280,0.029946,1.471212,7.501677,-0.002978,0.000000
7.337926,5.999634,0.199312,0.199299,0.200000,0.200000,-0.003061,0.003059,0.027514,0.028058,5.849729,5.812995,-0.160351,0.000000
8.596272,6.483204,0.199258,0.199248,0.200000,0.200000,-0.006119,0.003059,0.029699,0.030072,7.888165,2.480291,-0.179027,0.000000
4.812278,12.334291,0.199422,0.199251,0.200000,0.200000,0.003059,-0.021417,0.023110,0.029976,9.294253,15.012715,-0.251388,0.000000
8.327880,3.563922,0.199362,0.199246,0.200000,0.200000,-0.009181,0.015297,0.025519,0.030146,6.295058,1.928636,-0.162695,0.000000
7.335103,8.884986,0.199312,0.199304,0.200000,0.200000,-0.003061,-0.009181,0.027502,0.027840,9.426633,10.205123,-0.308151,0.000000
6.613034,4.295538,0.199311,0.199247,0.200000,0.200000,-0.000001,0.012236,0.027553,0.030134,9.439431,2.624640,-0.244503,0.000000
7.343715,10.152773,0.199312,0.199248,0.200000,0.200000,-0.003060,-0.012238,0.027539,0.030065,4.885427,5.461518,-0.156247,0.000000
5.614378,1.781322,0.199262,0.199355,0.200000,0.200000,0.006116,0.018359,0.029510,0.025781,3.174285,3.552957,-0.084808,0.000000
3.689593,10.902214,0.199310,0.199247,0.200000,0.200000,0.012239,-0.015298,0.027612,0.030128,-0.374149,5.181491,-0.214285,0.000000
9.019488,5.493567,0.199367,0.199198,0.200000,0.200000,-0.012242,0.009176,0.025339,0.032066,9.512791,5.056520,-0.245871,0.000000
5.884946,7.464348,0.199311,0.199299,0.200000,0.200000,0.003059,-0.003060,0.027580,0.028041,7.167422,4.888915,-0.031193,0.000000
5.362942,8.170333,0.199365,0.199302,0.200000,0.200000,0.003059,-0.006121,0.025405,0.027922,4.383639,11.439413,0.059962,0.000000
7.310586,12.865570,0.199315,0.199195,0.200000,0.200000,-0.003062,-0.021415,0.027399,0.032192,3.363280,15.979033,0.036258,0.000000
6.391982,0.834656,0.199258,0.199301,0.200000,0.200000,0.003059,0.024477,0.029692,0.027955,0.780967,4.419066,-0.065509,0.000000
6.348158,12.549243,0.199262,0.199305,0.200000,0.200000,0.003057,-0.024480,0.029508,0.027809,5.037341,11.018911,0.048189,0.000000
6.854052,3.056478,0.199363,0.199299,0.200000,0.200000,-0.003061,0.015299,0.025498,0.028034,4.744262,9.279662,0.209652,0.000000
9.307644,14.091690,0.199260,0.199144,0.200000,0.200000,-0.009179,-0.024470,0.029603,0.034246,14.150408,10.530306,0.116153,0.000000
9.595227,-2.379571,0.199153,0.199406,0.200000,0.200000,-0.006119,0.033664,0.033861,0.023749,11.018249,2.417770,0.087411,0.000000
0.727049,11.858662,0.199312,0.199300,0.200000,0.200000,0.024478,-0.021419,0.027508,0.027992,0.169100,3.546616,0.113364,0.000000
14.650850,4.694371,0.199315,0.199358,0.200000,0.200000,-0.033659,0.006118,0.027386,0.025678,17.510576,11.110211,0.049301,0.000000
5.429033,8.929338,0.199205,0.199299,0.200000,0.200000,0.009177,-0.009179,0.031798,0.028026,8.958029,6.692305,0.089717,0.000000
4.366401,2.737091,0.199316,0.199409,0.200000,0.200000,0.009178,0.012241,0.027371,0.023645,6.659521,1.376385,-0.087505,0.000000
6.117087,8.920318,0.199363,0.199300,0.200000,0.200000,-0.000000,-0.009181,0.025488,0.027987,12.356639,2.050075,-0.047575,0.000000
8.848774,2.754079,0.199155,0.199407,0.200000,0.200000,-0.003059,0.012241,0.033811,0.023717,4.197919,4.131207,0.110751,0.000000
3.958804,9.623649,0.199205,0.199304,0.200000,0.200000,0.015295,-0.012241,0.031790,0.027857,8.129889,4.994811,0.175390,0.000000
8.799511,6.209817,0.199313,0.199353,0.200000,0.200000,-0.009180,-0.000000,0.027484,0.025874,13.398788,8.685276,0.047355,0.000000
9.364348,5.202590,0.199101,0.199305,0.200000,0.200000,-0.003060,0.006119,0.035958,0.027796,6.262270,-4.646301,0.147278,0.000000
4.678041,7.916203,0.199207,0.199405,0.200000,0.200000,0.012236,-0.009182,0.031728,0.023802,10.194167,17.709698,0.110963,0.000000
5.353838,1.782830,0.199366,0.199355,0.200000,0.200000,0.003059,0.018360,0.025367,0.025789,12.652721,-2.795387,-0.008915,0.000000
9.822660,12.587775,0.199206,0.199301,0.200000,0.200000,-0.009178,-0.024479,0.031750,0.027970,11.882431,12.252506,0.053170,0.000000
4.879844,-4.366986,0.199262,0.199460,0.200000,0.200000,0.009176,0.039791,0.029508,0.021595,8.419048,-11.769498,0.023252,0.000000
8.590863,15.493093,0.199258,0.199304,0.200000,0.200000,-0.006119,-0.036719,0.029676,0.027836,11.882898,10.197550,-0.032073,0.000000
2.385755,2.540200,0.199369,0.199353,0.200000,0.200000,0.015299,0.015300,0.025240,0.025885,10.071201,3.390720,-0.091761,0.000000
-0.334494,4.916424,0.199576,0.199411,0.200000,0.200000,0.018370,0.003059,0.016976,0.023544,8.187569,-3.820402,-0.100431,0.000000
1.011516,7.177121,0.199742,0.199405,0.200000,0.200000,0.006124,-0.006121,0.010338,0.023784,1.600375,9.242808,-0.262334,0.000000
-10.108051,6.191843,0.200057,0.199355,0.200000,0.200000,0.039844,-0.000001,-0.002273,0.025799,-6.448927,-2.598889,-0.166749,0.000000
0.600335,3.718481,0.200167,0.199460,0.200000,0.200000,-0.009199,0.006121,-0.006698,0.021614,0.927407,10.640711,-0.057218,0.000000
-4.307445,7.396063,0.200219,0.199459,0.200000,0.200000,0.009198,-0.009183,-0.008749,0.021634,-1.318525,-0.266101,-0.323487,0.000000
-7.086229,3.670325,0.200431,0.199465,0.200000,0.200000,0.012269,0.006120,-0.017257,0.021413,2.294658,3.658089,-0.554753,0.000000
-3.165229,5.200256,0.200483,0.199458,0.200000,0.200000,-0.006136,-0.000000,-0.019324,0.021667,2.631346,3.972624,-0.408650,0.000000
-2.149672,5.613226,0.200377,0.199568,0.200000,0.200000,-0.006134,-0.006125,-0.015091,0.017264,2.439044,6.686262,-0.437108,0.000000
-10.327025,4.225463,0.200539,0.199407,0.200000,0.200000,0.021476,0.006120,-0.021554,0.023726,-11.383822,1.368115,-0.403712,0.000000
-5.947700,5.912468,0.200696,0.199461,0.200000,0.200000,-0.003068,-0.003061,-0.027850,0.021574,5.909698,8.982522,-0.233574,0.000000
-2.964509,2.218894,0.200539,0.199463,0.200000,0.200000,-0.009206,0.012242,-0.021558,0.021487,-0.591543,0.485404,-0.059208,0.000000
-6.621418,8.644044,0.200536,0.199406,0.200000,0.200000,0.006136,-0.012242,-0.021453,0.023775,-1.654936,4.960887,-0.121251,0.000000
-8.911037,4.205211,0.200698,0.199409,0.200000,0.200000,0.009208,0.006120,-0.027922,0.023642,-2.074266,4.402026,-0.282353,0.000000
-8.685608,4.686455,0.200751,0.199512,0.200000,0.200000,0.006138,-0.000000,-0.030052,0.019526,-5.321215,7.185242,-0.312405,0.000000
-6.167710,5.183377,0.200642,0.199460,0.200000,0.200000,0.000000,-0.000000,-0.025699,0.021597,-10.875227,-4.732851,-0.309569,0.000000
-9.423910,6.624015,0.200751,0.199463,0.200000,0.200000,0.009208,-0.006123,-0.030059,0.021477,-1.401590,10.596231,-0.290005,0.000000
-8.969916,3.494743,0.200858,0.199406,0.200000,0.200000,0.003069,0.009181,-0.034305,0.023742,-9.206630,-0.876780,-0.215357,0.000000
-7.695647,3.205844,0.200802,0.199513,0.200000,0.200000,0.000000,0.006122,-0.032065,0.019479,-3.678224,1.293502,-0.060147,0.000000
-10.672619,8.093812,0.200805,0.199463,0.200000,0.200000,0.012279,-0.012244,-0.032190,0.021480,-11.993143,-0.873472,-0.174152,0.000000
-6.990373,2.465857,0.200805,0.199514,0.200000,0.200000,-0.003071,0.009183,-0.032197,0.019457,-1.213220,0.493921,-0.202289,0.000000
-8.711775,1.016462,0.200907,0.199511,0.200000,0.200000,-0.000000,0.015306,-0.036299,0.019541,-1.098114,-4.498152,-0.370513,0.000000
-5.734161,9.075418,0.200751,0.199514,0.200000,0.200000,-0.006139,-0.018368,-0.030031,0.019447,-4.828401,10.741857,-0.320499,0.000000
-7.733652,1.180407,0.200806,0.199571,0.200000,0.200000,-0.000001,0.012245,-0.032225,0.017163,-6.673285,2.528915,-0.313925,0.000000
-12.650243,10.037060,0.200857,0.199567,0.200000,0.200000,0.018421,-0.024493,-0.034288,0.017328,-12.485677,5.756609,-0.364457,0.000000
-6.730186,5.868255,0.200855,0.199618,0.200000,0.200000,-0.006140,-0.009186,-0.034183,0.015265,-6.184365,8.681290,-0.549720,0.000000
-10.195375,3.434942,0.200908,0.199566,0.200000,0.200000,0.006141,0.003061,-0.036340,0.017374,-6.924467,0.088701,-0.591709,0.000000
-1.832485,0.479797,0.200805,0.199567,0.200000,0.200000,-0.024559,0.015308,-0.032194,0.017307,3.383755,-5.393768,-0.505327,0.000000
-6.766244,11.272381,0.200858,0.199515,0.200000,0.200000,-0.006141,-0.027551,-0.034333,0.019417,-1.047295,8.565904,-0.469520,0.000000
-2.736978,-2.994111,0.200592,0.199623,0.200000,0.200000,-0.012274,0.027557,-0.023679,0.015082,-8.739579,-4.154394,-0.332354,0.000000
-7.448645,12.484896,0.200699,0.199465,0.200000,0.200000,0.003068,-0.030609,-0.027968,0.021412,1.780046,8.105459,-0.366383,0.000000
-1.723144,-1.951312,0.200486,0.199514,0.200000,0.200000,-0.012272,0.027551,-0.019451,0.019420,-8.984489,-12.212343,-0.261559,0.000000
-3.916017,10.550006,0.200485,0.199513,0.200000,0.200000,-0.003068,-0.024490,-0.019385,0.019469,2.506388,9.360468,-0.164149,0.000000
-5.098979,0.046782,0.200378,0.199459,0.200000,0.200000,0.006134,0.021426,-0.015112,0.021621,-9.758054,-8.825271,-0.081000,0.000000
-1.924234,6.153623,0.200431,0.199512,0.200000,0.200000,-0.009203,-0.006123,-0.017220,0.019518,-0.633774,1.072841,-0.039088,0.000000
-2.604513,1.233766,0.200271,0.199565,0.200000,0.200000,-0.000000,0.012247,-0.010852,0.017387,-4.700464,-4.467324,0.032816,0.000000
-0.396651,5.643826,0.200271,0.199565,0.200000,0.200000,-0.009200,-0.006123,-0.010852,0.017393,2.531950,-1.922847,0.071117,0.000000
-2.321128,2.927018,0.200165,0.199619,0.200000,0.200000,0.003065,0.003062,-0.006606,0.015258,-3.340429,-1.021196,-0.010236,0.000000
-1.585433,3.661968,0.200165,0.199619,0.200000,0.200000,-0.000000,-0.000000,-0.006606,0.015258,-1.199906,-1.312923,-0.074792,0.000000
-2.321262,3.661968,0.200165,0.199619,0.200000,0.200000,0.003066,-0.000000,-0.006606,0.015258,-1.377166,-0.232264,-0.092056,0.000000
-0.340712,3.661971,0.200112,0.199619,0.200000,0.200000,-0.003065,-0.000000,-0.004485,0.015258,-3.957581,-3.216470,-0.070081,0.000000
-1.076313,4.174235,0.200112,0.199565,0.200000,0.200000,-0.000000,-0.000000,-0.004485,0.017393,1.350831,1.418658,-0.159390,0.000000
-0.342146,4.908967,0.200112,0.199565,0.200000,0.200000,-0.003065,-0.003061,-0.004491,0.017393,-0.343396,3.339746,-0.278408,0.000000
4.124407,4.172941,0.199953,0.199565,0.200000,0.200000,-0.015321,0.000000,0.001864,0.017387,2.891752,-0.836192,-0.226380,0.000000
-3.012313,8.859018,0.200007,0.199460,0.200000,0.200000,0.012258,-0.015304,-0.000293,0.021608,-1.254408,5.455524,-0.185494,0.000000
-0.359996,4.496666,0.200114,0.199302,0.200000,0.200000,-0.003065,0.009180,-0.004565,0.027916,-1.052580,1.419145,-0.137747,0.000000
1.410418,8.891505,0.200006,0.199303,0.200000,0.200000,-0.006129,-0.009179,-0.000252,0.027869,2.200641,6.163436,-0.144907,0.000000
1.208957,8.427111,0.199951,0.199199,0.200000,0.200000,-0.003064,-0.003058,0.001974,0.032055,8.789857,-2.030024,-0.163510,0.000000
7.449929,14.595413,0.199683,0.199091,0.200000,0.200000,-0.018374,-0.024466,0.012667,0.036348,1.297434,12.500511,-0.160593,0.000000
9.952912,9.981841,0.199422,0.199037,0.200000,0.200000,-0.018362,-0.003058,0.023109,0.038533,3.820832,7.935676,-0.039368,0.000000
17.255512,7.768575,0.198890,0.199038,0.200000,0.200000,-0.027513,0.006117,0.044385,0.038486,6.841576,4.819265,0.249909,0.000000
23.737976,12.893324,0.198520,0.199039,0.200000,0.200000,-0.039705,-0.015289,0.059204,0.038433,24.623840,20.450682,0.685836,0.000000
25.142473,9.516173,0.198144,0.198932,0.200000,0.200000,-0.030517,0.003057,0.074244,0.042708,23.731249,8.874681,1.225824,0.000000
27.654240,18.149149,0.197882,0.198721,0.200000,0.200000,-0.030499,-0.024444,0.084727,0.051178,29.506672,6.182130,1.410354,0.000000
22.082150,10.524675,0.197776,0.198827,0.200000,0.200000,-0.003048,0.003056,0.088961,0.046909,24.122217,16.634220,1.383030,0.000000
19.421066,12.287573,0.197824,0.198720,0.200000,0.200000,0.006100,0.000001,0.087021,0.051199,17.733173,3.739730,1.302659,0.000000
20.820648,20.417561,0.197831,0.198560,0.200000,0.200000,0.000001,-0.027492,0.086753,0.057582,18.594912,17.351025,0.996922,0.000000
17.664286,10.139837,0.197931,0.198562,0.200000,0.200000,0.009152,0.015276,0.082753,0.057526,20.365414,7.863987,0.825897,0.000000
21.802685,21.205547,0.197881,0.198402,0.200000,0.200000,-0.006099,-0.024428,0.084746,0.063928,15.253916,10.606791,0.483199,0.000000
21.091413,16.592747,0.197879,0.198348,0.200000,0.200000,-0.003049,-0.003051,0.084832,0.066085,25.543385,13.694914,0.538008,0.000000
22.516882,15.127483,0.197883,0.198348,0.200000,0.200000,-0.009150,0.003054,0.084671,0.066085,28.951721,14.348495,0.737884,0.000000
33.199574,16.342634,0.197456,0.198298,0.200000,0.200000,-0.036562,0.000001,0.101770,0.068095,37.336357,15.208052,1.034108,0.000000
23.924559,17.413925,0.197356,0.198186,0.200000,0.200000,0.006093,0.000001,0.105779,0.072559,31.679348,18.855820,1.713691,0.000000
26.342569,14.365610,0.197408,0.198351,0.200000,0.200000,-0.006093,0.006106,0.103667,0.065963,35.827515,18.255566,2.214999,0.000000
24.196951,20.307459,0.197403,0.198190,0.200000,0.200000,0.003048,-0.012207,0.103868,0.072407,35.921890,19.533772,2.525616,0.000000
25.643848,18.436501,0.197405,0.198080,0.200000,0.200000,-0.003046,0.000001,0.103804,0.076820,34.688858,21.910246,2.759143,0.000000
21.442883,17.186148,0.197462,0.198133,0.200000,0.200000,0.012188,0.003052,0.101534,0.074661,33.346352,17.377800,2.784506,0.000000
